FID,Station,Year,x,y,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,camera,random,forest_edgedensity,stream_density,snow_depth
1873,7R304A,2019,389806,4791531,0.037334594,0.052339319,0.019612476,0.009333648,0.008270321,0.000236295,0.571951796,0.072542533,0.036034972,0.012878072,0.004489603,0.081403592,0.006734405,0.084475425,0.002362949,2.003469961,Browning,0.473839154,84.39666037,0.733825644,138.9511111
1874,7R304B,2019,389060,4789576,0.053284499,0.076559546,0.031072779,0.00460775,0.000827032,0.000236295,0.342155009,0.10692344,0.05139414,0.003189981,0.002362949,0.100897921,0.034853497,0.189862949,0.001772212,2.069831944,Reconyx,0.201011098,92.5094518,0.73526299,142.6922222
1875,7R305A,2019,395513,4791724,0,0.02769986,0.012973352,0.004207574,0.000935016,0,0.05458158,0.004207574,0.004441328,0.00116877,0,0.288686302,0.25829827,0.3014259,0.041374474,2.235236724,Reconyx,0.49460868,18.66136824,0.739820222,122.4111111
1876,7R305B,2019,394517,4790199,0,0.032254253,0.032608696,0.019376181,0.004489603,0,0.074787335,0.000118147,0.009097353,0.000708885,0.008506616,0.25,0.150756144,0.38102552,0.036271267,2.329979897,Reconyx,0.690024347,25.20478891,0.739694348,120.8422222
1877,7R306A,2019,399320,4790688,0.009583918,0.057971014,0.023959794,0.006661992,0.000584385,0.000701262,0.254791959,0.050958392,0.038686302,0.015895278,0.007012623,0.24801309,0.078658252,0.197054698,0.009467041,2.429462773,Reconyx,0.570868827,72.69752221,0.714144928,146.6566667
1878,7R306B,2019,399444,4789513,0.011804582,0.059957924,0.032374942,0.007713885,0.000935016,0.000701262,0.209326788,0.031907433,0.047568957,0.022206639,0.005493221,0.179640019,0.070710612,0.311827957,0.007830762,2.572344201,Reconyx,0.015881417,67.12638305,0.704466718,140.6744444
1879,7R307A,2019,390856,4795395,0.000236295,0.058482987,0.026346881,0.005671078,0,0.000354442,0.312854442,0.015713611,0.041587902,0.007561437,0.000118147,0.242202268,0.08010397,0.19305293,0.015713611,1.845428367,Reconyx,0.127968882,84.19974795,0.717893916,150.3911111
1880,7R307B,2019,388544,4796542,0.004725898,0.077859168,0.051157845,0.024929112,0.01157845,0.000354442,0.315926276,0.007088847,0.017958412,0.013705104,0.000236295,0.144612476,0.111176749,0.206876181,0.011814745,1.743149996,Reconyx,0.272188742,71.20352867,0.703902185,163.2011111
1881,7R308A,2019,395131,4795643,0.007325142,0.062263705,0.01760397,0.002126654,0.000118147,0,0.339555766,0.025992439,0.030954631,0.012641777,0.000118147,0.246691871,0.105387524,0.132915879,0.016304348,1.943955004,Reconyx,0.202886987,72.2668557,0.749779689,169.8333333
1882,7R308B,2019,394031,4795393,0.002220664,0.060542309,0.014726508,0.001636279,0.000116877,0,0.246493689,0.007713885,0.008415147,0.004908836,0.000116877,0.292192613,0.150654511,0.191678354,0.01858345,1.952764307,Reconyx,0.0531579,60.89294063,0.738626391,160.81
1883,7R309A,2019,397912,4794230,0.009806238,0.054938563,0.021620983,0.005316635,0,0,0.248109641,0.074314745,0.02870983,0.020793951,0.000827032,0.187736295,0.194943289,0.146857278,0.00602552,2.010882889,Reconyx,0.351676602,82.97889099,0.748650769,158.3288889
1884,7R309B,2019,398510,4795080,0.00047259,0.056356333,0.024574669,0.005907372,0,0,0.226252363,0.048913043,0.021266541,0.019848771,0.000590737,0.255907372,0.144021739,0.192344045,0.003544423,1.978695035,Reconyx,0.59118353,80.02520479,0.751479532,157.9
1885,7R30A,2019,443493,4681698,0.000590737,0.045014178,0.002481096,0.000827032,0.000236295,0.000118147,0.304347826,0.062145558,0.366729679,0,0.000354442,0.18844518,0,0.025401701,0.003308129,1.472318312,Reconyx,0.386909227,52.77252678,0.781463138,71.4654321
1886,7R30B,2019,442851,4682831,0.000118147,0.045014178,0.003071834,0.000236295,0,0.00047259,0.314035917,0.066635161,0.363657845,0.001063327,0.000236295,0.170132325,0,0.025874291,0.009451796,1.439704974,Browning,0.233834748,51.19722747,0.783796385,71.69333333
1887,7R31A,2019,447693,4682505,0.000118147,0.037807183,0.00555293,0.000827032,0,0,0.307301512,0.068643667,0.31710775,0.000118147,0.001772212,0.215382798,0.019021739,0.024810964,0.001535917,1.44137005,Browning,0.52527861,49.42501575,0.780073136,83.19333333
1888,7R31B,2019,449546,4682779,0.004844045,0.04076087,0.006143667,0.001299622,0.000354442,0.001890359,0.297258979,0.045723062,0.354324197,0.002481096,0.004371456,0.204749527,0,0.034971645,0.000827032,1.450116714,Reconyx,0.324776767,59.74322621,0.787428031,76.63777778
1889,7R320A,2019,402826,4690218,0,0.053062179,0.015778401,0.001753156,0.000116877,0.00198691,0.425081814,0.030037401,0.221715755,0.011337073,0.000701262,0.187821412,0.02886863,0.019635344,0.002103787,1.299368,Reconyx,0.33474067,71.95730092,0.948350319,91.92539683
1890,7R320B,2019,403075,4690054,0,0.052575614,0.012287335,0.001181474,0.000118147,0.001299622,0.422967864,0.03331758,0.21668242,0.013941399,0.000708885,0.197306238,0.026228733,0.019258034,0.002126654,1.303200006,Reconyx,0.916095753,73.6452426,0.949783444,101.9688889
1891,7R328A,2019,366165,4681933,0,0.036153119,0.002362949,0,0,0.000354442,0.514886578,0.036743856,0.282490548,0.004489603,0.017367675,0.100307183,0,0.00460775,0.000236295,1.440209985,Reconyx,0.119579969,52.93005671,0.93749477,80.77666667
1892,7R328B,2019,367190,4683307,0,0.033777466,0.004207574,0.000350631,0,0.000233754,0.408251519,0.034946237,0.425666199,0.000584385,0.001753156,0.090229079,0,0,0,1.461207134,Reconyx,0.320277018,45.38725261,0.937345036,85.67160494
1893,7R329A,2019,370673,4682019,0.002244802,0.043596408,0.004489603,0.00094518,0,0.00047259,0.282726843,0.039697543,0.389886578,0.00555293,0.000827032,0.21526465,0,0.009451796,0.004844045,1.431239963,Reconyx,0.796545028,54.50535602,0.944503742,91.52666667
1894,7R329B,2019,370709,4681010,0.000236295,0.048086011,0.004017013,0.000708885,0,0.00047259,0.335538752,0.026819471,0.292178639,0.004962193,0.000827032,0.277055766,0,0.007088847,0.002008507,1.408689976,Reconyx,0.006179005,61.00346566,0.938744119,88.96111111
1895,7R330A,2019,374614,4682931,0.007797732,0.032963138,0.003426276,0.000354442,0,0.00047259,0.439744802,0.023393195,0.239248582,0.000708885,0.002953686,0.139059546,0,0.079276938,0.030600189,1.537824988,Reconyx,0.955748059,51.94549464,0.964777658,75.51111111
1896,7R330B,2019,376047,4682338,0.006261815,0.04489603,0.005789225,0.00094518,0,0.037689036,0.308837429,0.060845936,0.274220227,0.006261815,0.023865784,0.131970699,0.001299622,0.069588847,0.027528355,1.490841406,Reconyx,0.21377162,68.68304978,0.964147488,86.77654321
1897,7R331A,2019,376477,4686242,0.004135161,0.025637996,0.003308129,0.000236295,0,0,0.482986767,0.06758034,0.372046314,0,0,0.021030246,0,0.012287335,0.010751418,1.742750049,Browning,0.5483771,29.57624449,0.988357595,81.89555556
1898,7R331B,2019,374611,4685299,0.01858345,0.046984572,0.008765778,0.001402525,0,0,0.483286583,0.006194483,0.20172978,0.003506311,0.00116877,0.136278635,0,0.058438523,0.033660589,1.671508002,Reconyx,0.995635259,68.5678666,0.975555352,61.82098765
1899,7R339A,2019,423356,4709035,0.002953686,0.032963138,0.013823251,0.002481096,0,0.001181474,0.431356333,0.041233459,0.135515123,0.010751418,0.001535917,0.28331758,0.006616257,0.034144612,0.002126654,1.315196693,Reconyx,0.923193773,73.29080025,0.809110378,117.9666667
1900,7R339B,2019,423547,4707876,0.005025713,0.031206171,0.013557737,0.001870033,0,0.000584385,0.414329126,0.056334736,0.210378682,0.003506311,0.005726975,0.20371669,0.013791491,0.033660589,0.00631136,1.310956025,Browning,0.604135837,56.99703911,0.815590163,132.94
1901,7R342,2019,367213,4716953,0.237476371,0.025756144,0.035326087,0.009097353,0.001181474,0.009333648,0.330458412,0.003898866,0.065335539,0.068171078,0.009097353,0.109050095,0.092627599,0.001654064,0.001535917,1.571047136,Reconyx,0.354232285,56.8289225,1.163920879,58.72222222
1902,7R343,2019,370849,4718382,0.000236295,0.021620983,0.026465028,0.006379962,0,0,0.118383743,0,0.005434783,0.004017013,0,0.12452741,0.605033081,0.083293951,0.00460775,1.588296711,Reconyx,0.960991851,33.00252048,1.184908697,62.51555556
1903,7R344,2019,374222,4716785,0.000236295,0.01713138,0.02823724,0.004371456,0.00094518,0,0.243738185,0.010869565,0.09026465,0.012169187,0.00047259,0.147448015,0.434782609,0.008152174,0.001181474,1.763463318,Reconyx,0.773191784,46.51071204,1.197565198,62.76222222
1904,7R345,2019,367053,4721526,0.000827032,0.020321361,0.0393431,0.010396975,0.001063327,0.000118147,0.067934783,0.000236295,0.025283554,0.002599244,0,0.149810964,0.664933837,0.017013233,0.000118147,1.457060019,Reconyx,0.215432669,21.30592313,1.144590974,58.89444444
1905,7R346,2019,372031,4722756,0.000118147,0.046786389,0.02823724,0.003189981,0.000118147,0.001181474,0.173440454,0.001417769,0.050803403,0.008034026,0.001299622,0.24491966,0.439744802,0.000590737,0.000118147,1.467981441,Reconyx,0.035463591,50.60649023,1.163279533,61.42
1906,7R347,2019,374559,4721361,0.000118147,0.019966919,0.020439509,0.005316635,0.000354442,0.001654064,0.274102079,0.001417769,0.095344991,0.01760397,0.002481096,0.192934783,0.328568053,0.038397921,0.001299622,1.520893296,Browning,0.30139146,67.54095778,1.153385182,60.80864198
1907,7R348,2019,362070,4736431,0.00094518,0.019612476,0.023038752,0.002599244,0.00047259,0.000590737,0.20923913,0.004017013,0.037216446,0.018312854,0.000708885,0.235940454,0.413043478,0.033553875,0.000708885,1.498432841,Reconyx,0.009303305,52.4968494,0.967732151,61.02888889
1908,7R349,2019,365341,4734946,0.000236295,0.026937618,0.025401701,0.002599244,0.000236295,0,0.140949905,0,0.000708885,0.007443289,0,0.04076087,0.735467864,0.019258034,0,1.36129601,Reconyx,0.179631554,28.39477001,1.021148264,59.34888889
1909,7R350,2019,362014,4741003,0.000350631,0.029453015,0.0442964,0.009233287,0.000818139,0,0.102150538,0.007597008,0.013557737,0.016129032,0,0.160004675,0.603669939,0.012739598,0,1.644420008,Reconyx,0.286275498,28.98550725,0.92403543,59.76031746
1910,7R351,2019,365878,4739873,0,0.035326087,0.02729206,0.004489603,0.000118147,0.00047259,0.143903592,0.000236295,0.00047259,0.000354442,0,0.056356333,0.725307183,0.005671078,0,1.522241672,Browning,0.466341087,28.04032766,0.960736111,63.05
1911,7R352,2019,362991,4743035,0,0.051748582,0.058246692,0.012405482,0.000827032,0.002008507,0.060255198,0.002362949,0.004135161,0.000827032,0.002244802,0.298794896,0.479324197,0.026110586,0.000708885,1.680023352,Browning,0.479582184,25.48046629,0.921123827,60.93888889
1912,7R353,2019,365775,4744806,0.000236295,0.029536862,0.026937618,0.004962193,0.000118147,0,0.115311909,0.000236295,0,0.00555293,0,0.031072779,0.764295841,0.021384688,0.000354442,1.677090009,Reconyx,0.802459711,26.26811594,0.945409069,63.68888889
1913,7R40A,2019,366829,4687210,0.004489603,0.053166352,0.008270321,0.00094518,0,0,0.236767486,0.064981096,0.43289225,0.003071834,0.002126654,0.173676749,0.014768431,0.002126654,0.002717391,1.638652015,Reconyx,0.782382492,59.42816635,0.952286192,66.49666667
1914,7R40B,2019,367790,4685583,0.002481096,0.053520794,0.009569943,0.001181474,0,0,0.30186673,0.046431947,0.43241966,0.003780718,0.001772212,0.142722117,0.004135161,0,0.000118147,1.561235734,Reconyx,0.289046731,66.32010082,0.947170148,74.09222222
1915,7R41A,2019,371314,4687154,0,0.062381853,0.014177694,0.002599244,0,0,0.321715501,0.016304348,0.208648393,0.002717391,0.001181474,0.335066163,0.03520794,0,0,1.728423357,Reconyx,0.713498788,59.86137366,0.97709774,56.19876543
1916,7R41B,2019,370260,4684575,0.000701262,0.064516129,0.010402057,0.001636279,0.000116877,0.000116877,0.383473586,0.01028518,0.273024778,0.005259467,0.000233754,0.238195418,0.004090697,0.006428237,0.001519402,1.554058552,Reconyx,0.841976345,71.76250584,0.950390309,69.50987654
1917,7R42A,2019,445240,4686394,0.001299622,0.035444234,0.009924386,0.002362949,0.000590737,0.001063327,0.267013233,0.054584121,0.302221172,0.001299622,0.001299622,0.287925331,0.012523629,0.018667297,0.003780718,1.398309986,Reconyx,0.426794207,63.68147448,0.786363857,71.89666667
1918,7R42B,2019,445496,4688064,0.002362949,0.033435728,0.001535917,0.000708885,0.000118147,0.001772212,0.259215501,0.065099244,0.422731569,0.001063327,0.00047259,0.164224953,0.014650284,0.026346881,0.006261815,1.345110059,Browning,0.443794413,57.89224953,0.790666802,79.19259259
1919,7R43A,2019,449744,4687277,0.012287335,0.022566163,0.002244802,0.000354442,0.000118147,0.000118147,0.155482042,0.087429112,0.43147448,0.000708885,0.005434783,0.222353497,0,0.047613422,0.011814745,1.424081663,Reconyx,0.188911396,50.52772527,0.792181781,75.23580247
1920,7R43B,2019,449886,4686033,0.009569943,0.036743856,0.010869565,0.001890359,0.00047259,0.001181474,0.192816635,0.064626654,0.318407372,0,0.005671078,0.320179584,0,0.029064272,0.008506616,1.465413332,Reconyx,0.589841009,65.09924386,0.788226438,77.42916667
1921,7R58A,2019,404715,4689469,0,0.048794896,0.00460775,0.001181474,0.000118147,0,0.413043478,0.086838374,0.320061437,0.015713611,0.000708885,0.092982042,0,0.014650284,0.001299622,1.31410861,Reconyx,0.56411238,62.2637051,0.948111534,107.2177778
1922,7R58B,2019,404785,4692102,0.01063327,0.036153119,0.012523629,0.000708885,0,0.000590737,0.503780718,0.022566163,0.184664461,0.013232514,0.006143667,0.169187146,0.004371456,0.028946125,0.00649811,1.34454,Reconyx,0.461756716,62.38185255,0.934135487,98.81358025
1923,7R59A,2019,421163,4688858,0.060137051,0.03520794,0.020557656,0.007679584,0.002244802,0.009569943,0.135042533,0.092273157,0.331994329,0.010515123,0.005671078,0.251772212,0.0231569,0.009806238,0.004371456,1.375887156,Reconyx,0.718710688,62.42123503,0.870099172,60.02666667
1924,7R59B,2019,422924,4689156,0.001772212,0.025165406,0.006143667,0.000708885,0.000118147,0.000590737,0.315926276,0.05600189,0.284380907,0.017722117,0.001535917,0.244565217,0.022448015,0.02173913,0.001181474,1.392430007,Reconyx,0.328373785,61.16099559,0.862777243,71.05777778
1925,7R60A,2019,425722,4690975,0.001535917,0.041942344,0.003544423,0.001890359,0.000354442,0.000708885,0.234522684,0.062854442,0.301275992,0.013941399,0.000236295,0.31758034,0,0.013941399,0.005671078,1.385430008,Reconyx,0.90381661,63.01197227,0.865539372,84.93333333
1926,7R60B,2019,425906,4688612,0.00094518,0.051275992,0.013823251,0.003071834,0.000590737,0.001417769,0.276583176,0.048676749,0.205694707,0.015004726,0.001181474,0.340855388,0.023747637,0.013941399,0.003189981,1.407367144,Reconyx,0.597286004,65.05986137,0.859064686,71.91888889
1927,7R71A,2019,401516,4694649,0.004489603,0.034617202,0.005671078,0.000827032,0,0,0.609404537,0.021384688,0.148393195,0.017840265,0.000354442,0.052693762,0.007679584,0.082821361,0.013823251,1.365509967,Reconyx,0.565098327,49.46439824,0.923168719,121.3530864
1928,7R71B,2019,403580,4694736,0.00315568,0.033543712,0.003856942,0.000116877,0,0,0.572814399,0.041257597,0.255843852,0.004207574,0,0.062646096,0,0.019518467,0.003038803,1.354229987,Browning,0.628388156,48.07542465,0.912757198,145.5507937
1929,7R72A,2019,405886,4693828,0.007443289,0.034380907,0.005671078,0.000118147,0,0.000118147,0.49350189,0.070652174,0.269848771,0.004844045,0.004962193,0.071361059,0.004371456,0.02870983,0.004017013,1.330641687,Reconyx,0.448597319,50.17328292,0.919573158,126.0166667
1930,7R72B,2019,405413,4694930,0.000354442,0.037925331,0.003662571,0.000236295,0,0,0.544541588,0.045959357,0.286034972,0.002481096,0,0.066162571,0,0.010751418,0.001890359,1.341382003,Reconyx,0.442244376,47.69218652,0.914120058,120.5666667
1931,7R73A,2019,420192,4695565,0.031427221,0.037334594,0.007679584,0.001535917,0.000236295,0.000708885,0.336720227,0.037216446,0.168123819,0.028473535,0.00047259,0.212310964,0.080812854,0.035798677,0.021148393,1.305768541,Reconyx,0.71555201,79.39508507,0.854441424,74.61728395
1932,7R73B,2019,420131,4694327,0.131261815,0.030127599,0.011460302,0.001181474,0.000118147,0.000590737,0.303402647,0.041706049,0.143903592,0.024220227,0.002244802,0.156781664,0.074905482,0.051984877,0.026110586,1.307521428,Reconyx,0.301536068,72.85759294,0.86429693,74.22444444
1933,7R74A,2019,424354,4693416,0,0.059900756,0.006379962,0.001299622,0.000708885,0,0.197424386,0.038161626,0.146975425,0.03520794,0.000118147,0.502362949,0,0.003780718,0.007679584,1.353218572,Reconyx,0.234571865,60.6884058,0.867335686,72.09444444
1934,7R74B,2019,425757,4695380,0.002481096,0.045132325,0.003780718,0.001535917,0.000354442,0.002599244,0.220108696,0.027882798,0.200968809,0.019612476,0.004135161,0.423086011,0,0.030363894,0.017958412,1.361408591,Reconyx,0.955141795,69.47069943,0.854720507,87.08271605
1935,7R87A,2019,402583,4696600,0.000350631,0.027582983,0.007713885,0.000467508,0,0,0.421809257,0.069541842,0.314516129,0.003740065,0.004207574,0.099579243,0.03202431,0.014726508,0.003740065,1.385239998,Reconyx,0.2937942,32.2191055,0.919117366,144.4355556
1936,7R87B,2019,401904,4698552,0.000354442,0.038397921,0.008506616,0.001063327,0.000236295,0.001890359,0.348534972,0.032372401,0.232632325,0.003898866,0.019848771,0.293005671,0.009451796,0.007797732,0.002008507,1.440412862,Browning,0.309429765,55.56868305,0.923111777,109.6833333
1937,7R88A,2019,406527,4698248,0.003898866,0.025992439,0.008742911,0.000590737,0,0.000827032,0.449669187,0.029891304,0.235113422,0.006970699,0.002126654,0.18702741,0.023275047,0.01760397,0.008270321,1.351920009,Browning,0.379868279,52.57561437,0.893738534,137.1962963
1938,7R88B,2019,404941,4698845,0,0.023842917,0.009233287,0.00116877,0.000233754,0,0.469962599,0.016012155,0.210144928,0.009583918,0,0.205586723,0.033426835,0.015778401,0.005025713,1.402962889,Browning,0.900683333,43.36138382,0.903436467,135.9911111
1939,7R89A,2019,421178,4698182,0.004207574,0.030154278,0.004090697,0.000584385,0.000350631,0.000935016,0.352384292,0.088008415,0.305867228,0.017531557,0.002454418,0.154043946,0.020687237,0.014259,0.004441328,1.311103344,Reconyx,0.131454928,59.99688328,0.845475359,81.61111111
1940,7R89B,2019,419314,4698774,0.001772212,0.030836484,0.003308129,0.000708885,0,0.00094518,0.249763705,0.052457467,0.29076087,0.008742911,0.001299622,0.321833648,0.018785444,0.016776938,0.002008507,1.301871677,Reconyx,0.680833867,49.22810334,0.844936987,90.71888889
1941,7R90A,2019,424223,4698205,0.012505844,0.036816269,0.006895746,0.00116877,0.000116877,0.001051893,0.287050023,0.066269285,0.339294063,0.005610098,0.001402525,0.137330528,0.050958392,0.046633941,0.006895746,1.346170028,Browning,0.068016501,71.21707963,0.843970137,116.2206349
1942,7R90B,2019,425502,4699282,0.007561437,0.026110586,0.009215501,0.002481096,0,0.000708885,0.184546314,0.105505671,0.36294896,0.002481096,0.002599244,0.180293006,0.013468809,0.099125709,0.002953686,1.340614009,Reconyx,0.240243522,60.41272842,0.839600712,122.0972222
1943,8R44A,2019,297124,4674740,0.000236295,0.040406427,0.003071834,0.00094518,0,0,0.468454631,0.035089792,0.19955104,0.005198488,0.004725898,0.196124764,0.046195652,0,0,1.284171462,Reconyx,0.251955835,59.15248897,0.432363488,70.26666667
1944,8R44B,2019,298108,4676716,0.001772212,0.039224953,0.001063327,0.000118147,0,0,0.421668242,0.083293951,0.304938563,0.004253308,0.004371456,0.124409263,0.014886578,0,0,1.334611467,Browning,0.473087991,42.06049149,0.435012966,76.35079365
1945,8R45A,2019,301511,4674069,0.019258034,0.064390359,0.020321361,0.007797732,0.000827032,0.000354442,0.391895085,0.095463138,0.181592628,0.007679584,0.003071834,0.100425331,0.094990548,0.002126654,0.009806238,1.300575018,Reconyx,0.108067575,74.07844991,0.431935949,67.07666667
1946,8R45B,2019,301416,4675378,0.023511342,0.054347826,0.013823251,0.005434783,0.000590737,0.000118147,0.433719282,0.103969754,0.206167297,0.005671078,0.003780718,0.082466919,0.05600189,0.001181474,0.009215501,1.360348582,Browning,0.481723256,56.55324512,0.436904838,71.02444444
1947,8R95A,2019,297526,4682648,0,0.027528355,0.004017013,0.005671078,0.00047259,0,0.343809074,0.050803403,0.246810019,0.003189981,0.000236295,0.181828922,0.129489603,0.004725898,0.001417769,1.530546665,Reconyx,0.431875041,39.85507246,0.43998261,61.39444444
1948,8R95B,2019,299013,4682113,0.003272557,0.042075736,0.004207574,0.001636279,0,0,0.292893876,0.038218794,0.246727443,0.001285647,0,0.330878915,0.030154278,0.007012623,0.001636279,1.516463359,Browning,0.190727982,51.69861306,0.441191599,62.27916667
1949,8R96A,2019,300890,4681742,0.006778869,0.051192146,0.003623188,0.000935016,0,0.000116877,0.336839645,0.043478261,0.273141655,0.003740065,0.004908836,0.236442263,0.027349229,0.007363254,0.004090697,1.527478357,Browning,0.015880708,63.89278479,0.447889,65.19555556
1950,8R96B,2019,301861,4681033,0.004135161,0.045604915,0.002599244,0.00094518,0,0.000354442,0.371810019,0.070534026,0.273393195,0.003898866,0.005198488,0.158199433,0.046904537,0.012523629,0.003898866,1.516568323,Browning,0.280751613,63.48456207,0.446802363,65.73222222
1951,91A,2019,470023,4698146,0.001051893,0.041608228,0.019167835,0.009350164,0.001519402,0.000818139,0.410355306,0.018934081,0.190743338,0.002454418,0.001753156,0.181510051,0.04230949,0.071178121,0.007246377,1.494700034,Browning,0.653954079,40.86800686,0.721796294,74.78518519
1952,91B,2019,472175,4697692,0.000827032,0.056710775,0.016776938,0.006143667,0.001299622,0.000708885,0.20923913,0.039106805,0.211838374,0.008861059,0.007915879,0.33979206,0.044068998,0.055411153,0.001299622,1.465013365,Browning,0.294584223,68.80119723,0.720625684,59.45888889
1953,92A,2019,475378,4699347,0.007679584,0.051748582,0.005789225,0.000708885,0,0,0.501890359,0.017367675,0.20415879,0.008979206,0.002953686,0.173086011,0,0.018194707,0.007443289,1.473878344,Browning,0.632970218,68.72243226,0.722802775,79.17222222
1954,92B,2019,477099,4698395,0.003308129,0.038516068,0.008388469,0.00094518,0,0,0.418360113,0.037925331,0.25460775,0.002599244,0.001181474,0.177693762,0,0.046431947,0.010042533,1.509441427,Browning,0.915219699,59.27063642,0.74147433,80.89555556
1955,93A,2019,513903,4699215,0.002953686,0.028946125,0.004017013,0.000236295,0.000118147,0.002481096,0.478851607,0.102551985,0.165524575,0.001890359,0.007325142,0.126535917,0.032608696,0.04536862,0.000590737,1.345678534,Browning,0.950408332,67.10775047,0.528103203,83.03888889
1956,93B,2019,515799,4698893,0.031323048,0.046867695,0.004324451,0.000467508,0.000116877,0.002454418,0.4628331,0.08742403,0.142473118,0.006545115,0.010518934,0.132304815,0,0.070243104,0.002103787,1.354831656,Browning,0.328417903,88.08633318,0.507122773,85.22333333
1957,94A,2019,540863,4698562,0,0.05600189,0.007679584,0.00094518,0,0,0.29076087,0.149692817,0.390713611,0.001654064,0.001417769,0.095226843,0,0.005671078,0.000236295,1.396194305,Browning,0.56174967,58.48298677,0.441301684,58.28666667
1958,94B,2019,542144,4699679,0,0.054584121,0.003662571,0.001181474,0,0,0.283081285,0.146384688,0.452977316,0.001181474,0.002362949,0.052339319,0,0.002244802,0,1.407210012,Browning,0.100813785,49.34625079,0.467936017,49.36805556
1959,99A,2019,332487,4682591,0.010160681,0.050330813,0.002599244,0.000118147,0,0,0.452622873,0.045486767,0.353379017,0.005671078,0.008270321,0.065808129,0.002244802,0.002362949,0.00094518,1.791540027,Reconyx,0.523485657,53.71770636,0.686101062,57.52
1960,99B,2019,333884,4683135,0.020085066,0.045959357,0.00649811,0.001063327,0.000236295,0.000708885,0.354560491,0.04584121,0.347589792,0.00094518,0.007088847,0.136342155,0.015831758,0.010987713,0.006261815,1.801579992,Reconyx,0.545670223,57.38027725,0.735858679,57.00617284
1961,9R100A,2019,208712,4702290,0.000354442,0.034853497,0.003426276,0.001890359,0.000590737,0,0.426984877,0.072778828,0.185727788,0.000590737,0.002126654,0.150283554,0.07455104,0.044659735,0.001181474,1.326217985,Reconyx,0.620794912,59.42816635,0.650313011,109.6133333
1962,9R100B,2019,207654,4700910,0.000236295,0.054584121,0.003426276,0.001535917,0.00047259,0.00094518,0.424503781,0.059191871,0.133861059,0.002717391,0.004253308,0.231687146,0.032372401,0.048322306,0.001890359,1.288839996,Bushnell,0.169603664,66.83207309,0.633291841,104.5802469
1963,9R101A,2019,261925,4701352,0.004489603,0.029536862,0.002717391,0.000590737,0,0.000118147,0.530718336,0.049621928,0.063681474,0.00460775,0.001299622,0.044659735,0,0.170959357,0.096999055,1.229618311,Browning,0.482616606,50.4489603,0.551830331,68.64777778
1964,9R101B,2019,260740,4701305,0.003662571,0.029536862,0.003189981,0.000590737,0,0,0.596526465,0.087074669,0.098298677,0.001772212,0.000236295,0.013705104,0,0.102197543,0.063208885,1.230953316,Browning,0.652608214,37.64965343,0.561875505,71.20777778
1965,9R102A,2019,264433,4700484,0.004844045,0.047849716,0.002008507,0.000354442,0,0.000118147,0.580931002,0.135396975,0.115666352,0.002835539,0.001181474,0.024574669,0.009215501,0.04584121,0.02918242,1.269502878,Browning,0.960891011,51.00031506,0.520370049,76.11333333
1966,9R102B,2019,266709,4700043,0,0.028355388,0.001654064,0.000827032,0,0,0.667769376,0.064626654,0.089673913,0.004725898,0.002008507,0.083293951,0.055529301,0.001535917,0,1.328490019,Browning,0.079158348,34.02646503,0.517139961,75.95222222
1967,9R104A,2019,239682,4714425,0.00514259,0.042660122,0.004675082,0.00116877,0.000116877,0,0.329710145,0.017297803,0.034244974,0.007480131,0.000701262,0.200677887,0.270219729,0.069658719,0.016245909,1.329345008,Browning,0.162469744,53.52968677,0.826933401,104.6888889
1968,9R104B,2019,239967,4713380,0.007947639,0.035063114,0.004791959,0.001402525,0.000116877,0.000116877,0.320476858,0.006778869,0.034361851,0.006077606,0.001051893,0.165848527,0.30773726,0.086489014,0.02173913,1.332094278,Bushnell,0.931513886,49.32211314,0.810038735,104.3022222
1969,9R115A,2019,204462,4706114,0.000236295,0.071242911,0.004017013,0.001181474,0.000118147,0.000827032,0.503662571,0.068171078,0.232277883,0.000590737,0.001063327,0.11436673,0,0.002244802,0,1.355090022,Reconyx,0.419159538,66.43824827,0.693624181,103.6955556
1970,9R115B,2019,203713,4707355,0.000354442,0.042769376,0.001890359,0.000590737,0,0.000827032,0.539697543,0.079395085,0.241138941,0,0.002008507,0.089555766,0,0.001772212,0,1.345880032,Bushnell,0.679560267,38.47668557,0.705455048,100.3044444
1971,9R116A,2019,207326,4705169,0.002126654,0.042414934,0.002362949,0.000354442,0,0,0.52268431,0.09026465,0.234758979,0.003071834,0.00094518,0.100425331,0.000354442,0.000236295,0,1.363616685,Reconyx,0.435163585,53.12696912,0.682824641,116.5866667
1972,9R116B,2019,208699,4705310,0.000467508,0.044880785,0.003856942,0.001051893,0.000233754,0,0.498480598,0.07912576,0.196236559,0.003856942,0.001870033,0.150654511,0.007947639,0.011103319,0.000233754,1.364234018,Reconyx,0.116388445,62.52921926,0.68053759,118.8266667
1973,9R117A,2019,234565,4705748,0.000350631,0.037634409,0.002337541,0.000584385,0,0.000116877,0.509934549,0.071528752,0.110215054,0.006895746,0.002103787,0.235857878,0.019752221,0.000467508,0.002220664,1.250219981,Browning,0.486036949,46.63394109,0.697356055,104.2098765
