Station,Year,x,y,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,camera,random,forest_edgedensity,snow_depth,deer
ADK - 1613,2016,557106,4899415,0.183372697,0.017524799,0.004251299,0.00184223,0.00042513,0,0.14421351,0.511525744,0.061880019,0.001464336,0.002550779,0,0,0.067926311,0.003023146,0.575038111,Browning,0.743259846,36.45095261,61.72073579,0.492208988
ADK - 1617,2016,574293,4898733,0.002767874,0.0057234,0.001313567,0.000187652,0,0,0.677847626,0.112591481,0.130606117,0.008256709,0.008538187,0.001595046,0,0.049399512,0.001172828,0.504722462,Browning,0.38279506,23.51910928,111.8578595,0.475636007
ADK - 1631,2016,627946,4898028,0.01806155,0.027866391,0.004409833,0.001219741,0.000140739,0.000375305,0.23630137,0.268765247,0.328814036,0.001454307,0.001970351,0.05193282,0.026458998,0.02964909,0.002580221,0.7044275,Browning,0.390184446,34.59060487,21.0513834,0.542924619
ADK - 1678,2016,532592,4894889,0.0161077,0.023948984,0.001889466,0.000330657,0,0,0.800755786,0.046197449,0.025460557,0.008455361,0.001322626,9.45E-05,0,0.073122343,0.002314596,0.681003444,Reconyx,0.799013198,47.09494568,89.76721014,0.299082587
ADK - 1688,2016,574956,4899226,0.002627135,0.008960405,0.005348095,0.000844436,0,0.000844436,0.597297804,0.134593732,0.137502346,0.015340589,0.012807281,0.001782698,0,0.080033777,0.002017264,0.496938154,Browning,0.063284319,34.43422781,109.0637996,0.460555758
ADK - 1694,2016,594507,4893377,9.38E-05,0.026412085,0.004597485,0.002298743,0.000422218,0.001641959,0.516044286,0.16255395,0.259570276,0.001172828,0.00225183,0.002533308,0,0.019891162,0.000516044,0.458572375,Browning,0.687032108,25.37999625,91.75794314,0.445771404
ADK - 1820,2016,534258,4887356,0.117336504,0.012318668,0.002045184,0.000475624,4.76E-05,4.76E-05,0.561236623,0.145208086,0.093032105,0.0078478,0.002045184,0,0,0.056979786,0.00137931,0.597776125,Reconyx,0.490398708,36.05231867,97.73590982,0.493242393
ADK - 1830,2016,574125,4884954,0.044192156,0,0,0,0,0,0.188403078,0.558641396,0.162037906,0.034715707,0.001454307,0,0,0.009007318,0.001548133,0.242680583,Browning,0.089342194,28.49189967,162.8799819,0.379409003
ADK - 1839,2016,607215,4885936,0.022189904,0.006802402,0.004738225,0.003471571,4.69E-05,0.000516044,0.478091574,0.348048414,0.112919872,0.000891349,0.000234566,0.00075061,0,0.015903547,0.005395008,0.6415029,Browning,0.867422104,20.64177144,56.63224638,0.512339433
ADK - 1902,2016,575370,4882623,0.062163439,0.003353803,0.00014171,0.00014171,0,4.72E-05,0.243552197,0.316060463,0.322720831,0.019839395,0.002928673,0,0,0.024799244,0.004251299,0.242537083,Browning,0.524943836,33.75846323,185.5240036,0.368627216
ADK - 1910,2016,608031,4881227,0.008866579,0.008209795,0.016091199,0.015012197,0.001641959,0.001876525,0.152279977,0.432961156,0.272002252,0.003096266,0.003799962,0.000891349,0,0.075577031,0.007693751,0.573334308,Browning,0.085872622,38.82842309,54.92572464,0.494122377
ADK - 1961,2016,529974,4878773,0.088143599,0.009116675,0.00070855,0.000236183,0,0,0.638450638,0.063580538,0.065753425,0.015068493,0.002645253,0,0,0.111336797,0.004959849,0.376079154,Reconyx,0.743694267,55.32986931,126.8904682,0.4118382
ADK - 1976,2016,592827,4874877,0.11137174,0.005582661,0.000656784,0.000375305,0,0.000140739,0.38215425,0.277491087,0.155470069,0.001032089,0.003424658,0,0,0.052401952,0.009898668,0.297734786,Browning,0.292373138,26.9124914,193.3478261,0.377510324
ADK - 1981,2016,607064,4879241,0.006286358,0.008538187,0.012385063,0.014543066,0.001641959,0.001923438,0.188121599,0.384546819,0.269656596,0.001923438,0.00136048,0.000375305,0,0.102036029,0.006661663,0.549994,Browning,0.815347515,40.2358166,60.2803442,0.478570359
ADK - 2032,2016,530275,4877020,0.216879339,0.008397448,0.000562957,0.000281479,0,0,0.52017264,0.067179583,0.057609308,0.008022143,0.0028617,0,0,0.113060612,0.00497279,0.385433077,Reconyx,0.995015519,52.40195159,129.143913,0.430216405
ADK - 2035,2016,542684,4870607,0.124507412,0.015059111,0.005488835,0.002204916,0.000328392,0.000609871,0.494042034,0.184696941,0.078907863,0.015387502,0.002017264,0,0,0.076046163,0.000703697,0.431866222,Reconyx,0.325578843,47.38224808,126.1868729,0.470753168
ADK - 2041,2016,566519,4873517,0.036891828,0.019130846,0,0,0,4.72E-05,0.642182333,0.134199339,0.080349551,0.003684459,0.001936703,0,0,0.077846009,0.003731696,0.3921932,Browning,0.329618625,42.15084239,141.4278261,0.42006566
ADK - 2049,2016,594043,4874684,0.115635333,0.005432215,0.000661313,0.000377893,0,0.00014171,0.323807274,0.295229098,0.198535664,0.000944733,0.003778932,0,0,0.045205479,0.010250354,0.298653786,Browning,0.306309906,25.27161077,178.5730435,0.365080337
ADK - 2053,2016,610184,4875445,0.018624507,0.009945581,0.001407394,4.69E-05,0,9.38E-05,0.04273785,0.637080128,0.177143929,0.000516044,0.003237005,0,0,0.092653406,0.016513417,0.656214556,Reconyx,0.401825458,40.07943954,62.93527668,0.522484288
ADK - 2182,2016,562403,4868751,0.105273034,0.026505911,0.005957966,0.001548133,9.38E-05,9.38E-05,0.485316194,0.201914055,0.050290861,0.009288797,0.006755489,0,0,0.103631075,0.003330831,0.430169222,Browning,0.113758571,52.32376306,122.1682609,0.44144951
ADK - 2187,2016,580791,4866526,0.020642419,0.008502598,0.002220123,0.000661313,0,0,0.390080302,0.357534247,0.091072272,0.009919698,0.004156826,0,0,0.108171941,0.007038262,0.341841222,Reconyx,0.979759199,45.52039049,153.8654891,0.394806419
ADK - 2265,2016,606080,4864007,0.021823335,0.012092584,0.000236183,4.72E-05,0,0.00014171,0.208880491,0.503637222,0.190694379,0.002786963,0.001039206,0,0,0.047142182,0.011478507,0.555759444,Reconyx,0.851655616,30.37316958,78.76,0.482481411
ADK - 2327,2016,574185,4859966,0.010790017,0.008913492,4.69E-05,0,0,0,0.569243761,0.173343967,0.200084444,0.002064177,0.000844436,0,0,0.030775005,0.003893789,0.466355444,Reconyx,0.073305849,21.89278789,119.4990942,0.464245659
ADK - 2332,2016,590319,4859363,0.001782698,0.002533308,0.000281479,0,0,0,0.614186527,0.20003753,0.132341903,0,0.001219741,0,0,0.042315631,0.005301182,0.598721125,Browning,0.171139457,15.43441546,354.211135,0.506990635
ADK - 2333,2016,595215,4858094,0.018044402,0,0,0,0,0,0.493953708,0.241709967,0.164997638,0.001747756,0.00184223,0.000519603,0,0.06991025,0.007274445,0.610402364,Browning,0.452802773,25.14564635,329.391755,0.514951092
ADK - 2336,2016,606253,4859155,0.121270407,0.014073935,0.008022143,0.002298743,9.38E-05,0.000140739,0.110761869,0.530681178,0.123287671,9.38E-05,0.0057234,0.000797523,0,0.068680803,0.014073935,0.617269778,Reconyx,0.336290711,42.09670357,258.5439967,0.518378821
ADK - 2384,2016,517473,4853984,0.050023618,0,0,0,0,0,0.314076523,0.222012282,0.290127539,0.002409069,0.00127539,0,0,0.116721776,0.003353803,0.397539778,Reconyx,0.541910017,44.87482286,507.9268533,0.429716772
ADK - 2387,2016,530624,4857034,0.258431743,0.018044402,0.00070855,0.000236183,0.000236183,0,0.307085498,0.160982522,0.10070855,0.008219178,0.00170052,0,0,0.133915919,0.009730751,0.314824222,Reconyx,0.973435903,45.17398835,341.2733945,0.323069628
ADK - 2404,2016,595997,4855536,0.034152102,0.024515824,0.00099197,0.000377893,0,0.000897496,0.264241852,0.377231932,0.196221068,0.003684459,0.01256495,0.000519603,0,0.077137459,0.007463392,0.686790417,Browning,0.626317151,44.57565738,308.1366723,0.534820969
ADK - 2452,2016,507583,4853061,0.050495985,0.018233349,0.004629192,0.003448276,0.00085026,0,0.626405291,0.164619745,0.053802551,0.003589986,0.005904582,0,0,0.067595654,0.00042513,0.410855889,Reconyx,0.379294011,58.6049441,452.4613302,0.277811231
ADK - 2478,2016,608207,4850078,0.090495403,0,0,0,0,9.38E-05,0.378495027,0.364702571,0.079517733,0.001079002,0.004409833,9.38E-05,0,0.063051229,0.01806155,0.765175625,Browning,0.313628987,27.00631763,218.6544854,0.575729951
ADK - 2527,2016,523400,4846208,0.115171702,0.00722462,0.002017264,9.38E-05,0.000140739,0,0.590823794,0.10686808,0.10775943,0.011634453,0.003096266,0,0,0.052448865,0.002720961,0.407829667,Browning,0.338095374,38.5782198,471.3751901,0.431144317
ADK - 2541,2016,578209,4847416,0.023081254,0.013557891,0.000187652,4.69E-05,0,0,0.631685119,0.109448302,0.178082192,0.011399887,0.004175267,0.003659223,0,0.023081254,0.001595046,0.563636417,Reconyx,0.507087733,37.93707387,336.1547279,0.469220994
ADK - 2542,2016,579418,4846932,0.003893789,0.018999812,0.000562957,9.38E-05,0,0.000328392,0.614890223,0.106821167,0.194079565,0.012666542,0.004503659,0.00497279,0,0.035184838,0.003002439,0.618172154,Reconyx,0.635763327,42.67529868,334.8254014,0.525714586
ADK - 2546,2016,593934,4849623,0.003237005,0.015481329,0.000938262,4.69E-05,4.69E-05,0,0.376149371,0.34105836,0.160865078,0.003799962,0.009617189,0.006051792,0.001079002,0.070651154,0.010977669,0.877721222,Browning,0.547912185,34.51241634,246.682482,0.629967422
ADK - 2547,2016,600983,4847541,0.119130846,0.025838451,0.006991025,0.003306566,9.45E-05,0.000330657,0.356872933,0.320925838,0.077798772,0.000519603,0.001936703,0.00212565,0,0.077609825,0.006518658,0.893043,Browning,0.713624628,33.20736892,272.2968506,0.609610477
ADK - 2619,2016,602270,4844118,0.010602364,0.037295928,0.005441922,0.001172828,0,0.000516044,0.294239069,0.399793582,0.12356915,0.0057234,0.003471571,0.010273973,0,0.098939764,0.008960405,0.925823364,Browning,0.469073876,51.66697942,262.8971217,0.628061578
ADK - 2621,2016,610110,4844488,0.008738781,0.006754842,0.006991025,0.001606046,0,0.00014171,0.520453472,0.336655645,0.05819556,0.002409069,0.000944733,0.001889466,0,0.048370335,0.006849315,0.823566889,Browning,0.002149342,29.79058416,232.922004,0.582347876
ADK - 2672,2016,534377,4838945,0.000377893,0,0,0,0,0,0.396646197,0.332593292,0.182947567,0,9.45E-05,0,0,0.08545111,0.001889466,0.301339667,Browning,0.151374899,37.25397575,411.8929201,0.211765327
ADK - 2674,2016,541962,4841427,0.085851004,4.69E-05,4.69E-05,0,0,0,0.511071496,0.1748921,0.160771252,0.00150122,0.001548133,0,0,0.059392006,0.004878964,0.29583925,Browning,0.762003183,27.7412898,415.3024345,0.143033942
ADK - 2751,2016,563137,4837410,0.043535372,0.004128354,0.000469131,9.38E-05,0,0.000187652,0.686808032,0.130840683,0.103302683,0.002908613,0.000609871,0.002064177,0,0.020407206,0.004644399,0.346676375,Browning,0.118426507,17.34221555,119.764214,0.369983806
ADK - 2753,2016,574454,4838165,0.010367799,0.012854194,0.001641959,0.000562957,9.38E-05,0.002439482,0.648386189,0.139472697,0.116672922,0.006520923,0.003753049,0,0,0.050759992,0.00647401,0.581073375,Browning,0.198040623,29.9774817,119.6077899,0.324861329
ADK - 2761,2016,604481,4837027,0.041189061,0.036908442,0.007800238,0.002853746,4.76E-05,0.000332937,0.282711058,0.317003567,0.231391201,0.014934602,0.003281807,0.004137931,0,0.050796671,0.006611177,1.011032322,Browning,0.285469117,52.06500198,212.3451444,0.290329376
ADK - 2822,2016,563060,4832709,0.001322626,4.72E-05,0,0,0,0,0.519603212,0.210486538,0.193859235,0.000614077,0.0014171,0,0,0.060746339,0.011903637,0.348000444,Browning,0.960743222,16.53282948,378.1719833,0.421472744
ADK - 2832,2016,603548,4830939,0.03039239,0.03372176,0.012318668,0.004185493,0.000380499,0.001093936,0.181878716,0.496456599,0.174982164,0.00156956,0.002473246,0.004185493,0,0.04941736,0.006944114,1.112455556,Browning,0.250607853,51.843044,253.009919,0.092971753
ADK - 2888,2016,547184,4827651,0.04334772,0.012713455,0.002345656,0.000469131,4.69E-05,0,0.629011071,0.059767311,0.105179208,0.000656784,0.001454307,0,0,0.139707262,0.005301182,0.3439642,Browning,0.242833994,41.09589041,490.0433842,0.413213007
ADK - 2891,2016,555630,4828244,0.018454221,0.001997622,0,0,0,0,0.622401902,0.120142687,0.051082045,0.031343639,0.004946492,0.00019025,0,0.134982164,0.014458977,0.316310333,Browning,0.739755447,45.75505351,419.2040449,0.289771113
ADK - 2957,2016,539313,4823213,0.008360888,0.00014171,4.72E-05,0,0,0,0.680727444,0.105479452,0.139442607,0.01299008,0.001180916,0.00014171,0,0.048464809,0.003023146,0.332618222,Browning,0.393881273,25.82270509,139.9534783,0.402725116
ADK - 2972,2016,594656,4823253,0.042268718,0.031337962,0.010977669,0.002627135,0.000187652,0.004269094,0.113905048,0.598001501,0.106023644,0.010227059,0.002720961,0.007083881,0,0.061080878,0.009288797,1.245546327,Browning,0.442305467,59.00106336,321.6561195,0.734163218
ADK - 3032,2016,552882,4820362,0.018624507,0.001548133,0.000140739,9.38E-05,0,0,0.65758116,0.077312817,0.066006755,0.01881216,0.005817226,0.000938262,0,0.14388253,0.009241884,0.368797889,Browning,0.918156525,45.17733158,391.1715752,0.423097315
ADK - 3043,2016,595752,4819056,0.038214454,0.056117147,0.021587152,0.009022201,0.001322626,0.005668399,0.119603212,0.579829948,0.097590931,0.006329712,0.004204062,0.019225319,0,0.035947095,0.005337742,1.23591199,Browning,0.095336139,54.13320737,325.3935024,0.29617138
ADK - 3047,2016,612435,4822466,0.409598424,0.008632014,9.38E-05,0,0,0,0.13862826,0.355179208,0.075623944,0,0.000985175,0.000609871,0,0.008069056,0.002580221,1.029087,Browning,0.933312608,15.98173516,107.5814051,0.685475283
ADK - 3106,2016,565482,4815765,0.006520923,0.008256709,0.002204916,0.000234566,0,0,0.550056296,0.150544192,0.191546256,0.002345656,0.000187652,0.000469131,0,0.086367048,0.001266654,0.317709667,Browning,0.126413369,23.92568962,530.5221764,0.407031555
ADK - 3111,2016,582603,4818761,0.019785969,0.015600476,0.000856124,0.000237812,0,0,0.694078478,0.113483948,0.097502973,0.001046373,0.004946492,0.001141498,0,0.040951249,0.010368609,0.634141444,Browning,0.5791949,29.71066191,425.2478143,0.521844734
ADK - 3119,2016,615553,4816136,0.062347532,0.012619628,0.000562957,0.000234566,0,0,0.589041096,0.142522049,0.162131732,0.004925877,0.003377744,0.000234566,0,0.018296116,0.003706136,1.16349085,Browning,0.044810189,31.30668668,220.7688303,0.296196235
ADK - 3190,2016,613407,4815010,0.010696191,0.014730719,0.001688872,0.000609871,0.000140739,0,0.545552637,0.20454119,0.200835053,0.005395008,0.001735785,0.001641959,0,0.011118409,0.001313567,1.281650017,Browning,0.870389016,20.92325014,226.6515993,0.735866273
ADK - 3256,2016,595067,4807545,0.004865376,0.011289561,0.000519603,0.000188947,0,0,0.550637695,0.194378838,0.19985829,0.004440246,0.00113368,0.001653283,0,0.028200283,0.002834199,1.46636699,Browning,0.879490648,20.62667296,294.8895203,0.813505152
ADK - 3321,2016,572119,4805928,0.003920642,0.010392064,0.000188947,0.00014171,0,0,0.360037789,0.345394426,0.168162494,0,0.005904582,0.000755786,0,0.089418989,0.01568257,0.4334755,Browning,0.377387212,29.22374429,475.2404494,0.460689998
ADK - 3330,2016,605797,4805692,0.003448276,0.053046764,0.048842702,0.034482759,0.01412376,0.000661313,0.276948512,0.3146906,0.214170997,0.002692489,0.001606046,0.009022201,0,0.024752008,0.001511573,1.95401901,Browning,0.462060555,46.0399937,156.56,0.896017825
ADK - 3394,2016,581916,4800140,0.0014171,0.009258385,0.000803023,0.000236183,0,0.00028342,0.684553614,0.161124232,0.084837034,0.001653283,0.00014171,0.000755786,0,0.048417572,0.006518658,0.705486111,Browning,0.867813905,21.71311604,76.25567108,0.534589
ADK - 3400,2016,602603,4801385,0.016296646,0.035663675,0.034341049,0.011998111,0.00113368,0.00014171,0.262919225,0.37231932,0.234435522,0.002078413,0.003117619,0.003542749,0,0.010581011,0.011431271,2.05364125,Browning,0.00876808,32.6247835,42.6986166,0.899643003
ADK - 3603,2016,565614,4791003,0.016231938,0.012244324,0.002017264,0.000375305,9.38E-05,0.002674048,0.415509476,0.265622068,0.162131732,0.056342653,0.003471571,0.005770313,0,0.052917996,0.004597485,0.667406556,Browning,0.115877562,39.18809032,384.3726771,0.301410993
ADK - 3607,2016,581976,4788338,0.003143179,0.017123288,4.69E-05,0.000187652,0,0,0.478795271,0.292690936,0.131075249,0.014918371,0.001688872,9.38E-05,0,0.050056296,0.010180146,0.974201111,Browning,0.564343275,37.34284106,276.1224529,0.649598904
TH - 0403,2016,545501,4964587,0,0.017264027,0.020735598,0.008256709,0.001407394,0.000656784,0.20153875,0.02453556,0.065584537,0.010977669,0.008022143,0.32013511,0.213267029,0.098329893,0.009288797,1.160389978,Browning,0.911405724,52.83980734,200.6457269,0.976017132
TH - 0405,2016,551896,4963463,4.76E-05,0.023305589,0.015600476,0.003709869,0.000285375,0.000142687,0.259738407,0.156765755,0.080047562,0.008703924,0.006183115,0.197431629,0.10254459,0.143448276,0.002045184,1.099178182,Browning,0.470101111,77.54260801,201.3370392,0.937000157
TH - 0406,2016,556542,4964438,0.009305621,0.114454417,0.075956542,0.068256967,0.02994804,0.002267359,0.1146906,0.079782711,0.083939537,0.007274445,0.021303732,0.122862541,0.209022201,0.058006613,0.002928673,1.099679167,Browning,0.404321055,60.57313809,197.5948276,0.870823505
TH - 0476,2016,553155,4959678,0.000656784,0.038468756,0.010555451,0.002908613,9.38E-05,0,0.3583693,0.192156127,0.083317696,0.002064177,0.004316007,0.094107713,0.027068868,0.183524113,0.002392569,1.0385632,Browning,0.932891047,79.31444298,210.1020276,0.794339298
TH - 0540,2016,527359,4954660,0.000281479,0.032792269,0.002674048,0.001735785,0.000234566,0.000422218,0.284950272,0.128025896,0.103302683,0.054841434,0.046303246,0.100769375,0.153405892,0.087305311,0.002955526,1.002477222,Browning,0.180021564,78.01651342,205.4766542,0.776495036
TH - 0542,2016,535180,4957347,0.001641959,0.026271345,0.011446801,0.003893789,0.000422218,0,0.465143554,0.070369675,0.101801464,0.007693751,0.003377744,0.163632952,0.08247326,0.058875962,0.002955526,1.006169333,Browning,0.071761091,63.59854882,206.5941998,0.694618561
TH - 0614,2016,538709,4951705,0.001653283,0.034388285,0.002786963,0.000330657,4.72E-05,0.000944733,0.461360416,0.19787435,0.165139348,0.003401039,0.018375059,0.005526689,0.001511573,0.101228153,0.005432215,0.88451025,Browning,0.249581974,65.02912927,207.3744224,0.605056996
TH - 0678,2016,510613,4948675,0.008162882,0.037765059,0.005911053,0.00225183,0.000140739,0.002017264,0.43558829,0.174563708,0.067179583,0.0057234,0.00647401,0.098752111,0.005911053,0.141865266,0.007693751,1.1025625,Browning,0.807493095,75.65521987,216.4924976,0.662955048
TH - 0684,2016,535646,4948571,0.019886632,0.038308928,0.020264525,0.010344828,0.003023146,0.00028342,0.457439773,0.227019367,0.08630137,0.006282475,0.009069438,0.019130846,0,0.096929617,0.005715635,0.847480818,Browning,0.715950257,70.06770587,210.2917223,0.588008241
TH - 0685,2016,498979,4933351,0.001032089,0.049164947,0.00511353,0.001735785,0.000187652,0.002017264,0.520219553,0.06427097,0.072527679,0.004175267,0.016747983,0.158847814,0.038609495,0.06215988,0.003190092,1.08172931,Browning,0.593814278,71.29229999,206.8849662,0.688329296
TH - 0756,2016,536035,4945031,0.034624469,0.040340104,0.023618328,0.010958904,0.002078413,0.00056684,0.610722721,0.137505905,0.057534247,0.002786963,0.006613132,0.003164856,0,0.065611715,0.003873406,0.773853636,Browning,0.081682683,64.63549047,215.1666272,0.412570129
TH - 0818,2016,502424,4941418,0.028241696,0.099455808,0.016935635,0.00797523,0.001970351,0.016372678,0.351613811,0.136564083,0.066194408,0.016982548,0.027068868,0.05718709,0.050619253,0.1140927,0.00872584,1.188622222,Browning,0.846475856,100.8319259,214.6383364,0.68991691
TH - 0893,2016,518310,4936877,0.005904582,0.033538026,0.000330657,0.000377893,9.45E-05,9.45E-05,0.52867265,0.196315541,0.061218706,0.000188947,0.004581956,0.000188947,0,0.162824752,0.005668399,0.833104667,Browning,0.172711057,54.79452055,210.9617788,0.543657405
TH - 0898,2016,539651,4938990,0.006230678,0.023971463,0.00451843,0.00156956,0.000142687,0.00019025,0.579928656,0.131605232,0.035909631,0.015267539,0.004328181,9.51E-05,0,0.194244946,0.001997622,0.652680111,Browning,0.636436895,49.89298454,274.2257639,0.218088554
TH - 0959,2016,498979,4933351,0.001032089,0.049164947,0.00511353,0.001735785,0.000187652,0.002017264,0.520219553,0.06427097,0.072527679,0.004175267,0.016747983,0.158847814,0.038609495,0.06215988,0.003190092,1.08172931,Browning,0.610884453,71.29229999,206.8849662,0.678980589
TH - 0960,2016,503159,4933515,0.030325933,0.049929145,0.010439301,0.005432215,0.000519603,0.001180916,0.473122343,0.18545111,0.081010864,0.027491734,0.027586207,0.053094001,0.003117619,0.047378366,0.003920642,1.02830159,Browning,0.642357101,79.62525587,212.0164828,0.645484436
TH - 0969,2016,541030,4932707,0.007271533,0.016654157,0.002533308,0.000375305,0,9.38E-05,0.623287671,0.109072997,0.059954963,0.018343029,0.013182586,0.000140739,0,0.14599362,0.003096266,0.626897778,Browning,0.352343875,57.65622068,298.2475408,0.393430687
TH - 1029,2016,494231,4929021,0.004316007,0.042878589,0.003659223,0.001032089,0.000234566,9.38E-05,0.459138675,0.175689623,0.087868268,0.008632014,0.011118409,0.061503096,0.026412085,0.110105085,0.007318446,1.03734799,Browning,0.724289538,77.7037593,192.7886424,0.655960558
TH - 1036,2016,520579,4927759,0.111856401,0.032971186,0.001322626,0.00056684,4.72E-05,9.45E-05,0.449362305,0.184506377,0.05819556,0.009400094,0.004676429,0,0,0.141757204,0.005243269,0.611198071,Browning,0.784704903,64.8874193,244.4066279,0.36685903
TH - 1099,2016,492726,4925268,0.001521998,0.03824019,0.003376932,0.000998811,4.76E-05,0.003186683,0.588775268,0.05940547,0.079952438,0.004233056,0.007086801,0.081617122,0.000618312,0.123900119,0.007039239,0.9860435,Browning,0.575644942,72.6595323,199.0164701,0.767482394
TH - 1105,2016,515873,4924415,0.006380184,0.020501032,0.003190092,0.000891349,0,9.38E-05,0.527350347,0.209044849,0.032088572,0.018765247,0.025192344,0.000797523,0.000985175,0.15171702,0.003002439,0.645868,Browning,0.123855547,69.57215237,222.5942715,0.409231381
TH - 1107,2016,520937,4926346,0.178551323,0.03748358,0.001548133,0.000562957,4.69E-05,0.000140739,0.357665603,0.171326703,0.041518108,0.020970163,0.003471571,0,0,0.178551323,0.008162882,0.588099615,Browning,0.163462338,71.26102458,247.382453,0.358227388
TH - 1173,2016,503773,4922653,0.014496153,0.027538,9.38E-05,4.69E-05,0,0,0.710592982,0.057609308,0.029226872,0.005911053,0.000891349,0.000140739,0,0.150450366,0.003002439,0.791304,Browning,0.361289449,52.51141553,212.433186,0.545865519
TH - 1236,2016,472853,4917584,0.004034528,0.02814787,0.004550572,0.001829612,9.38E-05,0.000609871,0.486019891,0.033824357,0.022377557,0.006567836,0.008772753,0.261118409,0,0.099127416,0.042925502,0.939809778,Browning,0.913836989,84.49052355,202.8930337,0.919249348
TH - 1306,2016,466513,4914128,0.005196032,0.021870572,0.010722721,0.004109589,0.000519603,0.001936703,0.41454889,0.01355692,0.011384034,0.003589986,0.001653283,0.448181389,0.026877657,0.02838923,0.007463392,0.9429102,Browning,0.669903313,64.76145489,190.9908486,0.838220955
TH - 1309,2016,480124,4912666,0.0838923,0.036797355,0.002598016,0.00127539,0.00014171,9.45E-05,0.525555031,0.077326405,0.056825697,0.023004251,0.017808219,0.036891828,0.008880491,0.114643363,0.01426547,0.858120333,Browning,0.516772694,84.0655015,189.8008936,0.57820028
TH - 1314,2016,498207,4914141,0.003259329,0.01412376,0.000472367,0.00014171,0,0.000236183,0.796646197,0.018186112,0.01483231,0.037836561,0.009730751,0.003212093,0,0.0985829,0.002739726,0.6372092,Browning,0.754206891,67.91056527,202.8782022,0.481033764
TH - 1315,2016,501997,4912823,0.005290505,0.023382145,0.00070855,9.45E-05,0,0,0.626263581,0.035521965,0.015777043,0.116674539,0.033538026,0.000755786,0,0.138686821,0.003306566,0.6029115,Browning,0.02394363,100.456621,200.3143144,0.446820181
TH - 1391,2016,521884,4909653,0.062163439,0.015446386,0.003731696,0.00170052,0.00014171,0.006188002,0.366981578,0.280302315,0.035380255,0.064100142,0.034104865,0,0,0.125366084,0.004393009,0.591853667,Browning,0.509864918,86.1596599,323.9501467,0.309851656
TH - 1448,2016,467734,4906206,0.019281291,0.026693564,0.009804841,0.005019704,0.000562957,0.000985175,0.507928317,0.126102458,0.046866204,0.041424282,0.004925877,0.139754175,0,0.060987052,0.009664102,0.942935222,Browning,0.379458585,88.58760243,195.7524771,0.739184141
TH - 1452,2016,483151,4906314,0.004644399,0.021955339,0.00497279,0.00150122,0.000234566,0.00136048,0.541658848,0.102364421,0.050431601,0.031947833,0.020829424,0.130277726,0.021345468,0.063379621,0.003096266,0.756246444,Browning,0.643758707,71.5894164,185.7506754,0.555117188
TH - 1462,2016,523871,4904155,0.011809164,0.032073689,0.008738781,0.003306566,0.000377893,0.001180916,0.501180916,0.230136986,0.029759093,0.019555975,0.004865376,0,0,0.152479924,0.004534719,0.5883,Browning,0.811807745,79.64100142,257.2576169,0.343694766
TH - 1463,2016,525576,4904192,0.015246763,0.03537249,0.006004879,0.001970351,0,0.000234566,0.476496528,0.22110152,0.032463877,0.019891162,0.012713455,0,0,0.17475136,0.003753049,0.601524846,Browning,0.196535872,78.72021017,262.3255683,0.864227897
TH - 1521,2016,474172,4903396,0.019697685,0.029617383,0.010203118,0.005054322,0.000236183,0.005007085,0.393245158,0.204865376,0.072083137,0.023004251,0.010155881,0.094048181,0.003117619,0.123334908,0.006329712,0.8748504,Browning,0.560056451,85.16769013,170.1788184,0.361552143
TH - 1529,2016,506553,4902393,0.011775192,0.018952899,9.38E-05,0.000140739,0,0,0.702758491,0.05718709,0.022518296,0.020782511,0.014965284,0,0,0.145477576,0.005348095,0.5992253,Browning,0.11769269,57.56239445,241.0651869,0.327462037
TH - 1530,2016,509003,4901801,0.002975909,0.014879547,0.00028342,0.00014171,0,0,0.65564478,0.078176665,0.023193198,0.047661786,0.002314596,0,0,0.172649976,0.002078413,0.572104333,Browning,0.58038694,70.09919698,256.5562702,0.440116138
TH - 1666,2016,486764,4896362,0.006614749,0.017686245,0.002580221,0.000656784,0,0.000469131,0.677331582,0.148526928,0.041940327,0.012525802,0.006896228,0.008069056,0.006708576,0.067554888,0.002439482,0.681392125,Browning,0.305168186,48.555076,198.4020968,0.376453747
TH - 1668,2016,494989,4893133,0.012470477,0.049976382,0.009258385,0.005715635,0.00056684,0.002456306,0.633821445,0.177231932,0.025980161,0.006849315,0.008833255,0.008171941,4.72E-05,0.05677846,0.00184223,0.5487075,Browning,0.655260176,68.74507952,206.790664,0.291767982
TH - 1673,2016,506246,4886516,0.032687766,0.026547,0.005857345,0.00085026,0.000188947,0.000188947,0.61384034,0.080916391,0.065706188,0.007321682,0.001889466,0,0,0.162305149,0.00170052,0.386343071,Browning,0.17982585,54.70004724,233.3542447,0.460705113
TH - 1733,2016,472637,4890503,0.022201228,0.048134152,0.016343883,0.010344828,0.002456306,0.002550779,0.474444969,0.098488427,0.04152102,0.038072744,0.016485593,0.041993387,0,0.179924421,0.007038262,0.75989725,Browning,0.439548105,94.50480239,191.1880917,0.688141294
